hover_2_episode,hover_2_rewards
1,-0.5187774144887477
2,-0.5191506823744395
3,-0.5363177022030962
4,-0.8474877447639482
5,-2.466253803611179
6,-0.5339389430730682
7,-0.5311330708448644
8,-0.5353065987500866
9,-0.5451389424409862
10,-0.5245497143420953
11,-0.5232852226374137
12,-0.5307421715199585
13,-0.5265808037259944
14,-0.5381911722533107
15,-1.0050475379302581
16,-0.8035983349824838
17,-0.5218234528615233
18,-0.5365001867612512
19,-0.5363067659285322
20,-0.5419701640019841
21,-0.5384045228846951
22,-0.5479118447191889
23,-1.485791768949755
24,-0.603963611181832
25,-0.5593181179608137
26,-0.6972636403131175
27,-1.1201530919091414
28,-1.8232949060828791
29,-3.26788813535938
30,-0.9187407033786115
31,-1.6107400789446857
32,-0.7174245414792904
33,-1.8640024532129755
34,-1.1793410281802033
35,-0.7764461231657867
36,-1.7843852919373686
37,-0.8216775211493149
38,-0.702884413573555
39,-0.6755710398684399
40,-0.8454128597509845
41,-0.7358233909369237
42,-0.639417574467086
43,-0.845889912309108
44,-1.851882695143796
45,-0.7506641302269431
46,-1.1272530320715237
47,-0.8459266902726592
48,-0.595779386597885
49,-0.8212861570034061
50,-0.9216056052837645
51,-0.7286864005294733
52,-0.8473997084789259
53,-0.8262797638236321
54,-1.044172043853831
55,-0.6796286478328846
56,-0.7191386533543562
57,-0.5969100859564478
58,-0.6100776222983691
59,-0.5630747375935692
60,-0.9452491882669097
61,-0.5966459434328554
62,-0.8869062382561914
63,-1.2034121851092625
64,-0.9364855753630273
65,-0.7234351977462644
66,-0.6522055986487679
67,-0.7536611859637559
68,-0.7042312842109896
69,-0.774822167927945
70,-0.7859976660139357
71,-1.2521019484667917
72,-0.93591480238387
73,-0.681088920725282
74,-1.2968698725746242
75,-0.7611658992974665
76,-0.7051222041934029
77,-0.8186988148769152
78,-0.9880095721221711
79,-0.7177662016425483
80,-0.7369590084102179
81,-0.7163809632603475
82,-0.5799033633543353
83,-0.6395152038069581
84,-0.8666830290980136
85,-0.8008853017066486
86,-0.7581724544070675
87,-2.6828188849591315
88,-0.7101867900462483
89,-0.7515981003175367
90,-0.7845415260293561
91,-0.820243011903554
92,-0.9262673975286605
93,-1.0333041288956049
94,-0.8471343985390153
95,-0.8508231467536003
96,-0.7632688645540094
97,-1.013452001956016
98,-0.8452734562014259
99,-3.021563146998136
100,-0.6679900118499638
101,-0.7289473743852017
102,-0.7658398742734007
103,-0.5913153480243838
104,-1.9982798868270426
105,-0.7533300443556924
106,-0.6596236805217762
107,-0.886236336830493
108,-0.6368747620110058
109,-0.7101779958325383
110,-0.7525476063990335
111,-0.6198892549162409
112,-0.6327285145547799
113,-0.5806086997594627
114,-0.5748261539443679
115,-0.8672112149856285
116,-0.9104572455903469
117,-1.2239213251077121
118,-1.1441180505363087
119,-12.988765205366615
120,-1.3630132593611954
121,-0.8013856199934731
122,-1.389501957631687
123,-4.4639404841166845
124,-0.9802327912722606
125,-2.8039431418007026
126,-1.3568711595177303
127,-1.0823533062769841
128,-0.8957059950997759
129,-1.591578416403606
130,-0.8908559015449703
131,-0.8826864470307021
132,-2.028628131831554
133,-0.8976170486160706
134,-0.8757125306246865
135,-1.0356158589604543
136,-1.0106288949338866
137,-1.1609562392083799
138,-0.8101985779311591
139,-0.8027010628689144
140,-1.0787971583213047
141,-0.8798984017923608
142,-0.8816417041787803
143,-5.354496973641558
144,-1.431828665947398
145,-0.8494293195391989
146,-13.6677518030163
147,-1.1190599768306624
148,-3.8133355896295678
149,-3.9326910917081874
150,-3.485742404393905
151,-0.6491524486822107
152,-0.7991293217528839
153,-1.6007823334276094
154,-0.8789149936431012
155,-1.0674669385668663
156,-0.6272256795775688
157,-0.8431827106073719
158,-0.6660781888399471
159,-1.0083456949127458
160,-1.4189909924190351
161,-0.9874528869625243
162,-0.7115767925176202
163,-0.8422988308314593
164,-0.9863003024057232
165,-1.2304464251274898
166,-1.2959077110395594
167,-2.275973161159771
168,-0.6624529403797446
169,-0.8963588572385555
170,-1.663807565974582
171,-0.8340736549225457
172,-1.3098592395319397
173,-2.418548154449239
174,-1.0163471950175234
175,-1.0654409988481088
176,-0.7815811535758137
177,-1.1815148050288427
178,-0.9703257786197648
179,-1.0264627712694152
180,-1.1776910918812102
181,-1.419227632578949
182,-1.157965665978773
183,-2.399798041543579
184,-1.1394672739944691
185,-1.0621173594690099
186,-0.7993343117075608
187,-0.791554914670058
188,-0.9606254511564208
189,-0.7383291044018945
190,-0.6849065782318532
191,-0.6169560566770044
192,-1.0857622526301698
193,-1.0411045380504063
194,-1.0398285830943135
195,-1.0395821979520607
196,-1.0434121347526004
197,-1.0348535915873602
198,-1.0420245045406022
199,-1.0481946079452333
200,-1.086941636434629
201,-1.0187065910387936
202,-1.042496455692948
203,-1.037473638280657
204,-2.014717826466346
205,-5.325593685605799
206,-5.406155194918483
207,-5.689003124693641
208,-5.3664712836305775
209,-5.485706443885051
210,-5.3255575714762635
211,-5.530999377535294
212,-5.4276362719144435
213,-5.395403279858609
214,-5.387654930689724
215,-1.3114434318916148
216,-0.7758461131488453
217,-0.8712038229303325
218,-0.7310834342276239
219,-1.3122024781106676
220,-0.7869282020122236
221,-0.7628853286927738
222,-0.7725611015798765
223,-0.9789849404546446
224,-0.8480380213142266
225,-0.7740214923468803
226,-0.9827651162235738
227,-0.9332055447044038
228,-0.938435770184594
229,-0.9605913893139858
230,-0.8141012093466661
231,-5.507696660537189
232,-0.9828341297819676
233,-0.7990027156058624
234,-0.8130481760907591
235,-3.1754825495430787
236,-2.1960116404875647
237,-1.0393277683785644
238,-1.8643104777797184
239,-4.506595893767191
240,-1.1668631677635566
241,-0.9754777144769776
242,-1.1424157156082406
243,-0.6723270415532316
244,-7.656733998004016
245,-8.451861559828236
246,-1.504261422481987
247,-1.6004605500522708
248,-1.1315624465503569
249,-1.1292414025762705
250,-0.7113750918701491
251,-0.8254241713726461
252,-1.9520967633079243
253,-1.4687283670012394
254,-2.1637791232955754
255,-1.3389275805259917
256,-1.2362212091614906
257,-0.6558210720569595
258,-1.0195503384452214
259,-1.070463049188744
260,-1.0372012606932783
261,-0.6323836323362042
262,-1.683105749616972
263,-0.6633772282874928
264,-1.10162691174896
265,-0.9520479308128047
266,-0.7586811902225914
267,-0.6615395076336879
268,-1.0013282966323842
269,-1.1280775988891265
270,-0.8214465435658064
271,-0.7755544305777483
272,-1.1637042636805497
273,-0.9668832935483017
274,-1.1134580679472312
275,-1.3557675255272879
276,-1.0782576762888136
277,-0.6677431450096971
278,-0.9574435670826749
279,-0.9890396832457241
280,-0.6590063644231572
281,-0.93110869822812
282,-0.8897887244118354
283,-1.0796499072016794
284,-0.795293516580409
285,-1.025670262320897
286,-1.1316236671054964
287,-1.4804325054807226
288,-1.1943264516458154
289,-0.9091746879016357
290,-0.6837436816318071
291,-0.8147033472283265
292,-1.3134536054372046
293,-2.594261253327147
294,-0.9350697579936106
295,-1.242121053921687
296,-0.4744096591320721
297,-1.2165513920443491
298,-0.047859300771904416
299,-1.509661830492079
300,-1.1366928211469638
301,-1.4433419654381079
302,-1.9746408181084347
303,-1.2868049432186357
304,-3.531685811563093
305,-1.4700748891862414
306,-1.190783992650018
307,-1.5246918372245566
308,-1.041787071225476
309,-0.7549757437602402
310,-1.0738817518468924
311,-1.1006551612680096
312,-0.9686406976035971
313,-1.097905209699981
314,-1.750694738059782
315,-1.1055729721413412
316,-1.0520006253155039
317,-0.8177611156691426
318,-2.710706594145101
319,-0.8273129823625964
320,-0.7605802804522697
321,-1.0787488195136397
322,-1.0509990392640751
323,-0.8523920147802039
324,-0.9531963128159303
325,-1.0325752201351655
326,-1.0972758901855586
327,-1.1569723268596703
328,-0.6709925958643457
329,-1.3149025610795841
330,-1.5406111982821473
331,-0.9200757944565534
332,-1.6448422960885267
333,-0.8568245699177992
334,-1.022594372442274
335,-63.380778892110925
336,-0.7430976420422404
337,-1.0305162344401086
338,-1.7498359324689927
339,-1.2060530984526752
340,-1.053517244379252
341,-1.2271056275669354
342,-43.67583964830189
343,-1.3301685171253337
344,-0.7032849682601062
345,-1.6344469668188528
346,-1.1927394786871393
347,-1.366403540311527
348,-1.101332637377704
349,-1.0423695660884058
350,-1.0189353307895617
351,-2.869419401825572
352,-1.2128365419895473
353,-1.0280373065356634
354,-0.7977006082758418
355,-0.5785647216568377
356,-1.2689998699028395
357,-0.9596238280567816
358,-0.8442444735252375
359,-1.3875800955388171
360,-0.7422216689222471
361,-0.5654861672324443
362,-0.5451277695980332
363,-0.5396499380569983
364,-0.5555171941451441
365,-0.5368060672180418
366,-0.7250016669648904
367,-0.6159591446539948
368,-0.99475030075433
369,-0.5271108027796632
370,-0.5287807157502733
371,-0.5304793453333303
372,-0.5483483135187418
373,-0.5755570032200643
374,-0.5219631722059243
375,-0.5322371677856667
376,-0.5333990450742393
377,-0.5304654432183058
378,-0.5527591817984703
379,-0.5330619788740968
380,-0.5241603523095286
381,-0.5226494130529249
382,-0.535793611181091
383,-0.5330950225147599
384,-0.5495538492748819
385,-0.554587722267557
386,-0.565535024193305
387,-0.6537741524956551
388,-0.536494068656405
389,-0.5253819750069892
390,-0.5212768888506698
391,-0.5225940950709829
392,-0.5342409898676542
393,-0.690989197252879
394,-0.5359094905690869
395,-0.5314931153550926
396,-0.5449924385076704
397,-0.5293672383739351
398,-0.5218050298859462
399,-0.5295041262395519
400,-0.5303821823684958
401,-0.5303176087541038
402,-0.5298710151178797
403,-0.5297438890439456
404,-0.5293029567174286
405,-0.5296281545688413
406,-0.5311181525604769
407,-0.529737991776747
408,-0.5336519875759266
409,-0.5581370754871912
410,-0.5310445605154084
411,-0.5325114668111983
412,-0.531810325359168
413,-0.529201103084589
414,-0.5308449216350017
415,-0.5294368659745838
416,-0.5318915647640472
417,-0.5311659380067193
418,-0.532199520353158
419,-0.5318266390223596
420,-0.5315714881778982
421,-0.5299646424296215
422,-0.5315394865073062
423,-0.5475731802986452
424,-0.6335810268132115
425,-0.5312767403581283
426,-0.5283791466522354
427,-0.535744423689123
428,-0.5356776156236206
429,-0.5360729356173966
430,-0.5365718472681523
431,-0.5362828132726101
432,-0.5359505727519859
433,-0.535869130686808
434,-0.5350664501751936
435,-0.5356592438299559
436,-0.5360433956819733
437,-0.5353786936476261
438,-0.5362766376164599
439,-0.5361349966487666
440,-0.5350547625744353
441,-0.5351430406405209
442,-0.5353020327323317
443,-0.5353476768716656
444,-0.5362597594779174
445,-0.5359895589843947
446,-0.5366370765369524
447,-0.8318276116626951
448,-4.107346314474324
449,-1.6521042889088278
450,-1.5828556608086213
451,-1.9372499292357768
452,-1.9802640583184052
453,-1.733401312699718
454,-0.6608801810190974
455,-1.0539561967414859
456,-0.7790517740264897
457,-0.6010425243019751
458,-0.6804399895256384
459,-1.0608621031311207
460,-0.6509314156098492
461,-0.6570787426547137
462,-0.6212062124564776
463,-0.7216746981589878
464,-0.8210293409741267
465,-0.620368654162563
466,-0.6359974724273135
467,-0.6469525901223588
468,-0.5893778956208746
469,-0.6513135976938008
470,-0.9887700922564757
471,-0.647273337901279
472,-0.7159698433736749
473,-0.6746682288146448
474,-0.8148594969749035
475,-0.6106506081268454
476,-0.6500328544678609
477,-0.6245956555028265
478,-0.6739766476405576
479,-0.6499171863819654
480,-0.7188836285423738
481,-0.7055250609434882
482,-0.9805327609835276
483,-0.7365094847551781
484,-0.6020442250430759
485,-0.6309996763802429
486,-0.6559686650447462
487,-0.5591463787010746
488,-0.5333575561767364
489,-0.5253239189287074
490,-0.5461527238622478
491,-0.5941779861270251
492,-0.5305213591360736
493,-0.5964213679154253
494,-0.5997011442533616
495,-0.6234997204566914
496,-0.5729744516443757
497,-0.5974554736544615
498,-0.5919337090200071
499,-0.5870536946871453
500,-0.5872442028234665
