hover_episode,hover_rewards
207,85.81229750056181
208,85.8237565463005
209,85.94459901430177
210,85.91247842161707
211,85.84296587585497
212,85.93240253446159
213,85.90709506491405
214,85.87718794071125
215,85.91900097745068
216,85.84438802343031
217,85.9298231683214
218,85.85353839629337
219,85.89263817725772
220,85.90581298110948
221,85.94399699717837
222,85.92747221818722
223,85.86946040546331
224,85.86448007229649
225,85.91986163536811
226,85.81952232942884
227,85.84430515506287
228,85.91692097893069
229,85.84779273453037
230,88.79204103087132
231,85.89889804266609
232,73.6149544216861
233,85.79121543470833
234,85.89288436268522
235,85.89507040883323
236,85.90317600237798
237,85.92767869783563
238,85.90526325870158
239,85.89085820396657
240,85.8339174831109
241,85.85491688718388
242,85.86541062186294
243,85.88495080355919
244,85.84748593160329
245,85.89456057568117
246,85.9100062043609
247,85.87111580325993
248,85.88551363298778
249,85.86937620657416
250,85.89185884508181
251,85.90896377848225
252,85.93657857338984
253,85.93474261943118
254,85.86777057739646
255,85.92670329949085
256,85.79927453087312
257,85.89097242812903
258,85.88824899373651
259,85.90583997515003
260,85.89725980696163
261,85.91034852794233
262,85.94288725458527
263,85.7064688871401
264,85.93543655271776
265,85.92235520177123
266,85.94885572189432
267,85.85569327673156
268,85.91464749296767
269,85.84643822237669
270,85.76599181314552
271,85.93327498578579
272,94.66177075974959
273,88.91920807193297
274,85.89025938005777
275,85.87337928255242
276,85.8589465655378
277,85.91509745064268
278,85.89190222257734
279,85.93998955324436
280,85.92604624579351
281,85.83650089214743
282,85.9277106718881
283,85.77746643587633
284,85.83963799863861
285,85.93871321187
286,85.84892576543436
287,85.9075188489111
288,79.69484664564057
289,85.88211644596815
290,102.3401458181487
291,78.57693010561931
292,77.27478253006095
293,199.25523681138156
294,199.05935158801304
295,204.61633972836506
296,161.86834716863063
297,202.6036307529726
298,205.4539096255295
299,203.79487468056593
300,97.35272487109366
301,217.39863874031943
302,173.84810628828467
303,197.95523459678478
304,202.49942335251717
305,201.78054790189805
306,205.87974677602588
307,166.3759921658825
308,201.52885702177363
309,201.5183087833781
310,196.3206218783209
311,171.85269153089826
312,215.30961784906557
313,108.58827775321127
314,178.1079677766091
315,94.17108189328727
316,127.77612230962934
317,65.1097490479377
318,84.96383738895693
319,85.5489654480586
320,105.69193122890523
321,99.95074731578195
322,88.32154292693957
323,91.03266282930691
324,91.1490777606367
325,88.29835659908744
326,88.27246427324621
327,88.2186596723422
328,85.41897562428
329,85.36056581641427
330,85.43694721002802
331,88.16527495783438
332,88.1423777248452
333,88.21910058334575
334,85.40742553131113
335,85.43589935196026
336,128.20659070083718
337,97.74737642287656
338,85.91494505482318
339,85.93774659903491
340,85.94977643149737
341,85.83551982190528
342,85.9109870564077
343,85.86110867512444
344,85.76149554962812
345,85.80086813457754
346,85.87856414881874
347,85.75261063082017
348,85.90225614733745
349,82.93887337659042
350,240.98330498708413
351,241.38016919621754
352,240.91380005449804
353,241.90765854777345
354,241.3257164294969
355,238.40864646802675
356,241.1287636114769
357,241.00754758636424
358,242.04759687370756
359,241.43307103305597
360,242.6979011670195
361,242.65872004520634
362,240.18487461130158
363,242.77552994141638
364,242.4896528687699
365,241.70057310451423
366,241.3163123118731
367,239.85265969553907
368,242.01557518180812
369,114.22053442183565
370,82.70626257063083
371,170.57312682739354
372,242.61876787692944
373,242.4341231609192
374,239.64012202164713
375,241.06451686851125
376,238.72618736048426
377,239.7313248375544
378,241.90811104777936
379,241.47899604069522
380,241.76827367452532
381,240.2528784803442
382,242.28111034526654
383,241.82492599424373
384,240.60361977624783
385,242.58690145910685
386,241.70026327878895
387,239.2992860873545
388,242.654987106361
389,241.20997230067695
390,238.91519627880402
391,241.04800698137328
392,242.78086130715968
393,241.24797910961362
394,241.11282304111776
395,241.10151854056417
396,242.12585578918242
397,242.76173595533663
398,241.09654266087438
399,241.17098287088928
400,242.75803769948152
401,242.2193650641149
402,242.75415578270886
403,240.22878278855754
404,239.60320209157646
405,85.91234825671945
406,85.75949828053535
407,85.8860728609144
408,85.92594891204538
409,85.88471378193888
410,85.8829884766281
411,85.93217281029975
412,85.81492161499109
413,85.87865918111304
414,85.92065684314576
415,85.80571130120425
416,85.91506306163059
417,85.93452950314466
418,85.85108256142104
419,85.91360110825534
420,85.90843217944911
421,85.93510382615736
422,85.77274769796301
423,85.73621093096041
424,85.8659272655785
425,85.88879143160516
426,85.85527413202574
427,85.91562985323722
428,85.9116760065849
429,85.88344247288317
430,85.81513506620028
431,85.86024268831216
432,85.92293524424959
433,85.8345200609311
434,85.84488901819155
435,85.87744294988326
436,85.92486226551347
437,85.77709820452114
438,85.87394931612997
439,85.92783625453148
440,85.91661530770037
441,85.81836941908097
442,85.7832368516467
443,85.78068366096254
444,85.94788770240896
445,85.72336571512088
446,85.8831858983828
447,85.88203141053337
448,85.88863210581707
449,85.80598731382423
450,85.84014434530957
451,85.93254858320859
452,85.79107954912911
453,85.94521778086877
454,85.93523114827816
455,85.92506830286885
456,85.91587429501725
457,85.92775551414708
458,85.82269104738208
459,85.85378724804232
460,85.93328024585757
461,85.91006262784776
462,85.91264351199995
463,85.90059271295833
464,85.92057640951745
465,85.81708167443297
466,85.90044644780714
467,85.92285968978979
468,85.912598831961
469,85.89084851803844
470,85.88090302017001
471,85.87982756016905
472,85.9532180945718
473,85.85243813353294
474,85.85630775743468
475,85.69445903124789
476,85.84724869992553
477,85.90495189694822
478,85.81438889012223
479,85.9249416149888
480,85.88602567090956
481,85.94119256149668
482,85.87280730799456
483,85.89478877058907
484,85.92592252654495
485,85.85541284864487
486,85.90192301293969
487,85.90432960696475
488,85.92919839889562
489,85.87379402605937
490,85.85936752562395
491,85.93446154379144
492,85.84586322548866
493,85.87356138625736
494,85.8205428079823
495,85.91976685817998
496,85.91124611423147
497,85.86815856311057
498,85.82076970688689
499,85.92013750916537
500,85.93632727503443
